restaurant_name,city,latitude,longitude,price_per_person,cuisine,opening_time,closing_time,nearby_attraction_name,nearby_attraction_coords,query_latitude,query_longitude,rating
不二隐庐(百花店),成都,30.655162,104.040142,239.0,餐饮服务;餐饮相关场所;餐饮相关|购物服务;购物相关场所;购物相关场所,10:00,21:00,锦江之星成都杜甫草堂酒店,"104.038312,30.655413",30.655413,104.038312,4.6
时代餐厅·韩国料理店(龙湖时代天街店),成都,30.753209,103.918844,58.0,餐饮服务;外国餐厅;日本料理,10:00,22:00,汉庭成都高新电子科大酒店,"103.920794,30.753675",30.753675,103.920794,3.8
宜必思酒店(成都高新电子科大店)·餐厅,成都,30.752756,103.919034,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,汉庭成都高新电子科大酒店,"103.920794,30.753675",30.753675,103.920794,3.7
瞎烤瞎涮牛肉涮烤主题餐厅(龙湖时代天街店),成都,30.751877,103.920556,66.0,餐饮服务;中餐厅;火锅店,11:00,21:00,汉庭成都高新电子科大酒店,"103.920794,30.753675",30.753675,103.920794,4.1
夕阳与你西餐厅,成都,30.664957,104.082219,88.0,餐饮服务;外国餐厅;西餐厅(综合风味),11:00,21:30,维也纳国际酒店（5.0版成都春熙路太古里店）,"104.082409,30.665621",30.665621,104.082409,4.0
屋顶上的樱园(东玉龙街店),成都,30.664322,104.081163,80.0,餐饮服务;中餐厅;中餐厅,10:00,22:00,维也纳国际酒店（5.0版成都春熙路太古里店）,"104.082409,30.665621",30.665621,104.082409,4.6
枣阁园滴滴自助餐,成都,30.666931,104.081092,100.0,餐饮服务;中餐厅;中餐厅,11:00,15:00,维也纳国际酒店（5.0版成都春熙路太古里店）,"104.082409,30.665621",30.665621,104.082409,4.5
老码头(恒邦天府喜来登黑金店),成都,30.787975,103.857225,117.0,餐饮服务;中餐厅;中餐厅,17:30,21:30,成都恒邦天府喜来登酒店,"103.857080,30.787767",30.787767,103.857080,4.4
成都恒邦天府喜来登酒店采悦轩中餐厅,成都,30.788040,103.857253,82.0,餐饮服务;中餐厅;中餐厅,17:30,21:00,成都恒邦天府喜来登酒店,"103.857080,30.787767",30.787767,103.857080,4.3
滨湖幻境花园餐厅,成都,30.784438,103.857881,50.0,餐饮服务;中餐厅;中餐厅,10:00,22:00,成都恒邦天府喜来登酒店,"103.857080,30.787767",30.787767,103.857080,4.2
启雅尚中餐厅,成都,30.682621,104.040158,180.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,成都启雅尚国际酒店(宽窄巷子店),"104.040873,30.682246",30.682246,104.040873,4.1
红原黑帐篷藏餐厅(抚琴西北街6号院店),成都,30.680798,104.043594,55.0,餐饮服务;中餐厅;中餐厅,09:00,23:00,成都启雅尚国际酒店(宽窄巷子店),"104.040873,30.682246",30.682246,104.040873,4.3
黑竹香鸡(西门店),成都,30.681080,104.037040,46.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,成都启雅尚国际酒店(宽窄巷子店),"104.040873,30.682246",30.682246,104.040873,4.6
快天下自选餐厅(花牌坊店),成都,30.683628,104.047169,25.0,餐饮服务;中餐厅;中餐厅,08:00,21:00,成都启雅尚国际酒店(宽窄巷子店),"104.040873,30.682246",30.682246,104.040873,4.2
沈小福成都滋味米线餐厅(环球广场店),成都,30.681937,104.047535,14.0,餐饮服务;中餐厅;特色/地方风味餐厅|餐饮服务;中餐厅;四川菜(川菜),09:30,21:30,成都启雅尚国际酒店(宽窄巷子店),"104.040873,30.682246",30.682246,104.040873,4.2
屋顶上的樱园(东玉龙街店),成都,30.664322,104.081163,80.0,餐饮服务;中餐厅;中餐厅,10:00,22:00,成都春熙路太升南路地铁站亚朵酒店,"104.080344,30.664720",30.664720,104.080344,4.6
卿记餐馆,成都,30.665329,104.079122,12.0,餐饮服务;中餐厅;中餐厅,08:00,21:00,成都春熙路太升南路地铁站亚朵酒店,"104.080344,30.664720",30.664720,104.080344,4.1
夕阳与你西餐厅,成都,30.664957,104.082219,88.0,餐饮服务;外国餐厅;西餐厅(综合风味),11:00,21:30,成都春熙路太升南路地铁站亚朵酒店,"104.080344,30.664720",30.664720,104.080344,4.0
枣阁园滴滴自助餐,成都,30.666931,104.081092,100.0,餐饮服务;中餐厅;中餐厅,11:00,15:00,成都春熙路太升南路地铁站亚朵酒店,"104.080344,30.664720",30.664720,104.080344,4.5
眼哥素椒面,成都,30.662319,104.082671,11.0,餐饮服务;中餐厅;中餐厅,07:30,19:30,成都春熙路太升南路地铁站亚朵酒店,"104.080344,30.664720",30.664720,104.080344,4.4
空中海鲜餐厅(中国西部国际珠宝文化创意中心2栋A店),成都,30.717137,103.986927,100.0,餐饮服务;中餐厅;中餐厅,10:00,22:00,成都禅驿·锦城院子,"103.991585,30.714246",30.714246,103.991585,4.2
好食惠餐馆,成都,30.720039,103.991253,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,成都禅驿·锦城院子,"103.991585,30.714246",30.714246,103.991585,3.5
锦宾国际酒店·和锦中餐厅,成都,30.720167,103.994756,48.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,成都禅驿·锦城院子,"103.991585,30.714246",30.714246,103.991585,3.9
黄笨笨烤铺,成都,30.710280,103.983780,116.0,餐饮服务;中餐厅;中餐厅,17:00,02:00,成都禅驿·锦城院子,"103.991585,30.714246",30.714246,103.991585,4.5
湘轩阁茶餐厅,成都,30.709675,103.999125,100.0,餐饮服务;快餐厅;快餐厅|餐饮服务;中餐厅;中餐厅,11:00,21:00,成都禅驿·锦城院子,"103.991585,30.714246",30.714246,103.991585,3.8
